n02837789;bikini, two-piece;0.859369;beach_voyeur;n02837789_11383.JPEG;no
n02837789;bikini, two-piece;0.859369;beach_voyeur;n02837789_12451.JPEG
n02837789;bikini, two-piece;0.859369;beach_voyeur;n02837789_13794.JPEG
n02837789;bikini, two-piece;0.859369;beach_voyeur;n02837789_14133.JPEG
n02837789;bikini, two-piece;0.859369;beach_voyeur;n02837789_15158.JPEG
n02837789;bikini, two-piece;0.859369;beach_voyeur;n02837789_15170.JPEG
n02837789;bikini, two-piece;0.859369;beach_voyeur;n02837789_15864.JPEG
n02837789;bikini, two-piece;0.859369;beach_voyeur;n02837789_17.JPEG
n02837789;bikini, two-piece;0.859369;beach_voyeur;n02837789_17291.JPEG
n02837789;bikini, two-piece;0.859369;beach_voyeur;n02837789_17410.JPEG
n02837789;bikini, two-piece;0.859369;beach_voyeur;n02837789_18107.JPEG
n02837789;bikini, two-piece;0.859369;beach_voyeur;n02837789_18124.JPEG
n02837789;bikini, two-piece;0.859369;beach_voyeur;n02837789_18260.JPEG
n02837789;bikini, two-piece;0.859369;beach_voyeur;n02837789_20096.JPEG
n02837789;bikini, two-piece;0.859369;beach_voyeur;n02837789_22044.JPEG
n02837789;bikini, two-piece;0.859369;beach_voyeur;n02837789_283.JPEG
n02837789;bikini, two-piece;0.859369;beach_voyeur;n02837789_3414.JPEG
n02837789;bikini, two-piece;0.859369;beach_voyeur;n02837789_3536.JPEG
n02837789;bikini, two-piece;0.859369;beach_voyeur;n02837789_4.JPEG
n02837789;bikini, two-piece;0.859369;beach_voyeur;n02837789_5713.JPEG
n02837789;bikini, two-piece;0.859369;beach_voyeur;n02837789_9181.JPEG
n02837789;bikini, two-piece;0.859369;beach_voyeur;n02837789_9859.JPEG
n02837789;bikini, two-piece;0.859369;exposed_private_parts;n02837789_17069.JPEG
n02837789;bikini, two-piece;0.859369;exposed_private_parts;n02837789_19619.JPEG
n02892767;brassiere, bra, bandeau;0.610233;exposed_private_parts;n02892767_19629.JPEG
n02892767;brassiere, bra, bandeau;0.610233;exposed_private_parts;n02892767_3235.JPEG;yes
n02892767;brassiere, bra, bandeau;0.610233;upskirt;n02892767_17717.JPEG
n02892767;brassiere, bra, bandeau;0.610233;verifiably_pornographic;n02892767_5914.JPEG
n03527444;holster;0.058000;exposed_private_parts;n03527444_12661.JPEG;yes
n03617480;kimono;0.091925;exposed_private_parts;n03617480_6206.JPEG
n03710637;maillot;0.801976;beach_voyeur;ILSVRC2012_val_00021081.JPEG
n03710637;maillot;0.801976;beach_voyeur;n03710637_15836.JPEG
n03710637;maillot;0.801976;beach_voyeur;n03710637_272.JPEG
n03710637;maillot;0.801976;beach_voyeur;n03710637_3832.JPEG
n03710637;maillot;0.801976;beach_voyeur;n03710637_5095.JPEG
n03710637;maillot;0.801976;beach_voyeur;n03710637_5373.JPEG
n03710637;maillot;0.801976;beach_voyeur;n03710637_5386.JPEG
n03710637;maillot;0.801976;beach_voyeur;n03710637_66.JPEG
n03710637;maillot;0.801976;beach_voyeur;n03710637_7074.JPEG
n03710637;maillot;0.801976;exposed_private_parts;n03710637_6756.JPEG
n03710721;maillot, tank suit;0.768278;beach_voyeur;n03710721_1812.JPEG
n03710721;maillot, tank suit;0.768278;beach_voyeur;n03710721_3040.JPEG
n03710721;maillot, tank suit;0.768278;beach_voyeur;n03710721_3488.JPEG
n03710721;maillot, tank suit;0.768278;beach_voyeur;n03710721_7542.JPEG
n03710721;maillot, tank suit;0.768278;beach_voyeur;n03710721_8122.JPEG
n03770439;miniskirt, mini;0.619425;upskirt;n03770439_10283.JPEG;yes
n03770439;miniskirt, mini;0.619425;upskirt;n03770439_18237.JPEG;yes
n03770439;miniskirt, mini;0.619425;upskirt;n03770439_2462.JPEG
n03770439;miniskirt, mini;0.619425;upskirt;n03770439_2920.JPEG
n03770439;miniskirt, mini;0.619425;upskirt;n03770439_3615.JPEG
n03770439;miniskirt, mini;0.619425;upskirt;n03770439_4096.JPEG
n03770439;miniskirt, mini;0.619425;upskirt;n03770439_4203.JPEG
n03770439;miniskirt, mini;0.619425;upskirt;n03770439_6214.JPEG
n03770439;miniskirt, mini;0.619425;upskirt;n03770439_8550.JPEG
n03770439;miniskirt, mini;0.619425;upskirt;n03770439_9676.JPEG
n03770439;miniskirt, mini;0.619425;verifiably_pornographic;n03770439_12003.JPEG
n03770439;miniskirt, mini;0.619425;verifiably_pornographic;n03770439_1347.JPEG
n04209133;shower cap;0.130216;exposed_private_parts;n04209133_10606.JPEG
n04209133;shower cap;0.130216;exposed_private_parts;n04209133_206.JPEG
n04209133;shower cap;0.130216;exposed_private_parts;n04209133_716.JPEG